temperature,humidity,cloud_cover,wind_speed,pressure,solar_elevation_proxy,is_daytime,season,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction
0.04970356019749702,-1.80793925479314,-0.32097382203085584,-0.493992921438807,-0.18734318397111366,0.22402210529721547,0.7839201343204144,-0.6274776673288983,1.223859967851471,-0.7001333528239758,0.45939651172787155,0.0167913157922907,-1.4780152153907842
-1.6022157377877388,0.14731465270137592,-1.4956503368167533,1.4474906649432744,-1.2626171786391078,-0.6035230984019426,-1.275640152892497,-0.6274776673288983,-0.00621233766200941,1.4121350564468358,-1.263785267537292,1.072704367651753,-0.766223307288626
0.10509209221185016,-1.9166067190258418,-0.3040715318570243,-0.9697425273614835,-1.0363590844630284,-0.6035230984019426,-1.275640152892497,-0.6274776673288983,0.9981374940836325,0.9996889941873032,0.45939651172787155,0.0167913157922907,-1.5577839959548385
-1.5271410668059073,-5.446331371890121e-05,1.0876304262417082,2.615072180133527,0.24816246348428347,-0.6035230984019426,0.7839201343204144,-0.6274776673288983,-1.2362846431754895,0.7080455866898987,-1.263785267537292,1.072704367651753,-0.8064366435711284
1.666603116485977,1.1027901997263339,1.5607166024807435,-0.9011867455287531,0.9883544606599773,-0.060042000020154876,0.7839201343204144,-0.6274776673288983,-0.0062123376620092366,-1.4042228225809135,-1.263785267537292,1.072704367651753,2.1075848773039585
-0.08325889549807394,0.35446577922580147,2.2734062623793383,-0.31542020592616915,-1.5636397376232534,-0.6035230984019426,-1.275640152892497,-0.6274776673288983,1.365755046789164,0.3684196453914225,0.45939651172787155,0.0167913157922907,0.24145054951940315
0.5917204113833172,1.7077478334177048,0.5410917908514791,-0.7202760718352051,0.42865426451073146,-0.6035230984019426,0.7839201343204144,1.5936822170211844,1.4141528157598133,0.003956116932961304,1.0901248182773906,-1.4256127372352903,1.8932443913400347
-1.2645796679451156,1.5964606739214806,2.2734062623793383,-0.002716382384334676,-0.811800965309135,-0.6035230984019426,-1.275640152892497,-0.6274776673288983,1.365755046789164,0.3684196453914225,-1.263785267537292,1.072704367651753,0.291155728807641
0.5377671500400362,-0.3777282768959748,-0.1982556646999384,-0.5423998618424629,0.7638383576218238,0.9334358719985841,0.7839201343204144,-0.6274776673288983,-0.7163949143729205,-1.215562617760285,0.45939651172787155,0.0167913157922907,-0.06389421699439056
0.08997187948373937,0.05252544524546829,-0.10335485508425517,-0.32710029047782796,-0.48793475849097556,0.571057087133523,0.7839201343204144,-0.6274776673288983,-1.2362846431754893,-0.7001333528239768,0.45939651172787155,0.0167913157922907,0.09040732126583657
0.9146013713761479,-0.7721409080703412,-0.507769414408531,0.48617888889503347,1.0637310360724823,0.22176387642747084,0.7839201343204144,-0.6274776673288983,-0.0062123376620092366,-1.4042228225809135,-1.263785267537292,1.072704367651753,-0.277938285164022
0.038365382433905755,-0.30030071450065077,-0.8822911679894457,-1.221501540178387,-0.15332368790305287,-0.04950739840480533,0.7839201343204144,-0.6274776673288983,-1.2362846431754893,-0.7001333528239768,-1.263785267537292,1.072704367651753,-0.2299251945498031
1.75463242757304,0.028581979972846377,0.596150950379573,1.223981226457663,-1.1341987218130378,2.173706850223443,0.7839201343204144,1.5936822170211844,0.9981374940836325,-0.9917767603213806,1.0901248182773906,-1.4256127372352903,0.9565270164780203
0.0819188777251904,-0.4336190411849677,-0.2205346027640999,0.07677012149049084,-2.3431921845390273,-0.6035230984019426,-1.275640152892497,-0.6274776673288983,1.365755046789164,0.3684196453914225,0.45939651172787155,0.0167913157922907,-0.3208492981164531
-0.03831346679156676,1.2944215603255107,-0.7848761054024185,-1.1331503168537171,-0.3252294357662361,-0.6035230984019426,-1.275640152892497,-0.6274776673288983,-0.3738298903675421,1.3641525226457643,-1.263785267537292,1.072704367651753,1.0349215156250704
1.8479849283632008,0.1679008671745299,1.3125991786668558,0.19997402872997344,1.9756714276690888,1.39780751499642,0.7839201343204144,-0.6274776673288983,-1.0105621694076505,-0.9917767603213813,0.45939651172787155,0.0167913157922907,1.1660224077848902
-0.5003274362800975,0.24175732611278672,-0.9918437579471449,-1.0368870204058018,0.4315973694825472,-0.6035230984019426,0.7839201343204144,-0.6274776673288983,-1.378179722113183,0.3684196453914219,-1.263785267537292,1.072704367651753,-0.08725954699447945
